职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型,地区,*n薪,薪酬_n,月薪最小值,月薪最大值,行业类型,平均薪酬,工资级别
金融销售员,中国大地财产保险股份有限公司信用保证险事业部银川市分部,0.8-1万,银川,2,0,"五险一金
专业培训
绩效奖金
年终奖金
节日福利",保险,,国企  |  10000人以上,三线,,08000-10000,8000,10000,金融,9000,三级
金融行业-猎头顾问助理（Fin-Assistant-HF）,上海好伯人力资源咨询有限公司,6-7千·13薪,合肥,3,0,"五险一金
员工旅游
通讯补贴
专业培训
绩效奖金
年终奖金
定期体检
餐饮补贴",专业服务(咨询、人力资源、财会),,民营  |  50-150人,新一线,13,6000-7000,6000,7000,金融,6500,四级
创意策划经理（负责金融保险类客户）,中青旅(上海)国际会议展览有限公司,8千-1.5万,上海,3,2,"创意策划
金融保险
ppt
创意文案策划
创意讨论
比稿
演讲
文案
五险一金
年终奖金
工会福利
补充医疗保险
补充公积金
专业培训
定期体检",公关/市场推广/会展,,国企  |  150-500人,一线,,8000-15000,8000,15000,金融,11500,三级
区域金融经理,中国人寿保险股份有限公司杭州市分公司,1.8-2.6万,杭州·上城区,2,1,,计算机软件,,民营  ,新一线,,18000-26000,18000,26000,金融,22000,二级
A欢迎实习生 金融售前客服顾问 无需经验,广州善美资本管理有限公司,1-2万,广州·天河区,1,0,"五险一金
绩效奖金
通讯补贴
专业培训
带薪年假
节日福利
全勤奖
餐饮
房地产
教育
汽车
金融
销售助理
客服
信用卡
保险
地产中介",物业管理/商业中心,,民营  |  少于50人,一线,,10000-20000,10000,20000,金融,15000,二级
社区综合金融助理3k（央企直聘）,中国人寿保险股份有限公司成都市锦江区支公司三圣乡营销服务部,4-8千,成都·锦江区,1,0,,保险,,国企  ,新一线,,4000-8000,4000,8000,金融,6000,四级
金融高薪销售/可稳定晋升岗位,泰康人寿保险有限责任公司江西电话销售中心,6千-1.2万,南昌·红谷滩新区,2,0,"五险一金
补充医疗保险
补充公积金
员工旅游
年终奖金
绩效奖金
方案
续期津贴
过节礼品
司龄奖
电脑
室内化办公
营销
公司提供资源
无需外出
无需面见客户
线上
咨询",保险,,民营  |  10000人以上,二线,,6000-12000,6000,12000,金融,9000,三级
金融销售代表,中国平安人寿保险股份有限公司安徽分公司,6千-1.2万,合肥·蜀山区,2,1,"销售
金融
销售代表
客户经理
直销销售
保险
营销
理财
证券
信托
周末双休
弹性工作
节日福利
专业培训
员工旅游
补充医疗保险
出国机会",保险,,国企  ,新一线,,6000-12000,6000,12000,金融,9000,三级
银行金融产品销售专员+入职六险一金+年底双薪,招商信诺人寿保险有限公司,1.5-2万,成都·龙泉驿区,2,1,,保险,,合资  |  5000-10000人,新一线,,15000-20000,15000,20000,金融,17500,二级
金融电销专员/金融销售,中美联泰大都会人寿保险有限公司,6千-1.2万,上海·普陀区,1,0,"五险一金
补充医疗保险
员工旅游
定期体检
绩效奖金
销售
售后服务
电话客服
二次成交
保险
加保
续期",保险,,外资（欧美）  ,一线,,6000-12000,6000,12000,金融,9000,三级
Java开发工程师-双休+学信本金融,海南钦诚软件技术有限公司,1.8-2.3万,北京·朝阳区,3,4,"五险一金
补充医疗保险",计算机软件,,民营  ,一线,,18000-23000,18000,23000,金融,20500,二级
猎头总监（商业/金融）,北京天开管理咨询有限公司,1.5-2万,北京·朝阳区,3,3,"人力资源
***
猎头
招聘
员工旅游
专业培训
通讯补贴
绩效奖金
定期体检
节假日福利
定期团建
五险一金",专业服务(咨询、人力资源、财会),,民营  |  50-150人,一线,,15000-20000,15000,20000,金融,17500,二级
金融科技委员会-应用开发三部-应用架构师岗G01029,中信期货有限公司,2-4万,上海,3,4,"五险一金
绩效奖金
餐补
通讯补贴
带薪年假
补充医疗保险
定期体检
节日福利",金融/投资/证券,,国企  |  1000-5000人,一线,,20000-40000,20000,40000,金融,30000,一级
金融销售月收入2w起,招商信诺人寿保险有限公司,1.5-2万·13薪,上海·浦东新区,2,0,"电话客服
银行
五险一金
法定节假日
高提成
双休
客服销售
带薪年假
五险一金
绩效奖金
全勤奖
节日福利
高温补贴
弹性工作
专业培训",保险,,国企  ,一线,13,15000-20000,15000,20000,金融,17500,二级
无责5000底薪+金融顾问+包吃,江苏微业金服企业管理有限公司,1-2万,无锡·滨湖区,1,1,"专业培训
通讯补贴
绩效奖金
五险一金
客户沟通",计算机软件,,外资（欧美）  ,二线,,10000-20000,10000,20000,金融,15000,二级
挑战高薪-金融销售（福州）,仲利国际融资租赁有限公司,5.5千-1万,福州·台江区,3,0,"金融
融资租赁
销售
对公客户经理
业务经理
五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
绩效奖金",金融/投资/证券,,外资（非欧美）  |  1000-5000人,二线,,5500-10000,5500,10000,金融,7750,四级
销售经理（金融小行）,上海竞动科技有限公司,1.5-2.5万,上海·黄浦区,1,0,"销售
金融
销售代表
商行
小行
银行
五险一金
下午茶零食
员工旅游
年终奖金
股票期权
弹性工作",计算机软件,,民营  |  50-150人,一线,,15000-25000,15000,25000,金融,20000,二级
高级猎头顾问（金融方向）,北京天开管理咨询有限公司,1-1.5万,北京·朝阳区,3,3,"金融
猎头
员工旅游
专业培训
通讯补贴
绩效奖金
定期体检
节假日福利
定期团建
五险一金",专业服务(咨询、人力资源、财会),,民营  |  50-150人,一线,,10000-15000,10000,15000,金融,12500,二级
挑战高薪/金融销售顾问/融资租赁对公客户经理（合肥）,仲利国际融资租赁有限公司,5.5-8千·14薪,合肥·政务区,3,0,"金融
融资租赁
销售
对公客户经理
业务经理
五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
绩效奖金",金融/投资/证券,,外资（非欧美）  |  1000-5000人,新一线,14,5500-8000,5500,8000,金融,6750,四级
金融客户经理,苏州农益晨科技服务有限公司,1.5-3万,苏州·工业园区,1,1,"理财
保险
证券
银行
贷款
房产
渠道融资
年终奖金
绩效奖金
专业培训
五险一金",金融/投资/证券,,民营  |  少于50人,新一线,,15000-30000,15000,30000,金融,22500,二级
保险高薪金融顾问-龙泉,四川创优生涯人才服务有限公司,5千-1万,成都,1,1,"销售
保险
基金
证券
理财
信托
五险一金
电销销售
电销
专业培训
弹性工作
五险一金
补充医疗保险
补充公积金
通讯补贴
绩效奖金
年终奖金",专业服务(咨询、人力资源、财会),,民营  ,新一线,,5000-10000,5000,10000,金融,7500,四级
挑战高薪-金融销售（中山）,仲利国际融资租赁有限公司,5.5千-1万,中山·东区,3,0,"金融
融资租赁
销售
对公客户经理
业务经理
五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
绩效奖金",金融/投资/证券,,外资（非欧美）  |  1000-5000人,二线,,5500-10000,5500,10000,金融,7750,四级
解决方案经理（工业、金融方向）,中国电信股份有限公司佛山分公司,9千-1.5万,佛山·禅城区,2,4,"五险一金
定期体检
法定假期
专业培训
补充医疗保险
通讯补贴
交通补贴
绩效奖金
解决方案
标书制作
技术解决方案
产品营销
业务流程
方案规划
系统集成
投标
saas
物联网",通信/电信/网络设备,,国企  |  1000-5000人,新一线,,9000-15000,9000,15000,金融,12000,三级
A金融储备干部 欢迎实习生 早9晚6,广州善美资本管理有限公司,8千-1.6万,广州·天河区,1,0,"金融产品
期贷
应届生
证券
股票
信贷
贷款
客服
销售代表
文员
五险一金
绩效奖金
通讯补贴
专业培训
带薪年假
节日福利
全勤奖",物业管理/商业中心,,民营  |  少于50人,一线,,8000-16000,8000,16000,金融,12000,三级
挑战高薪/金融销售顾问/融资租赁对公客户经理(郑州）,仲利国际融资租赁有限公司,5.5千-1万,郑州·郑东新区,3,0,"金融
融资租赁
销售
对公客户经理
业务经理
五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
绩效奖金",金融/投资/证券,,外资（非欧美）  |  1000-5000人,新一线,,5500-10000,5500,10000,金融,7750,四级
（急聘）综合金融优才主管,中国平安人寿保险股份有限公司陕西分公司,1-1.5万,西安·高新技术产业开发区,3,2,"金融
销售
保险
银行
贷款
投资
信用卡
销售代表
五险一金
补充医疗保险
补充公积金
员工旅游
绩效奖金
出国机会
专业培训
弹性工作
年终奖金
定期体检",金融/投资/证券,,已上市  |  1000-5000人,新一线,,10000-15000,10000,15000,金融,12500,二级
金融电话销售,上海大智慧股份有限公司,8千-1.6万,上海·浦东新区,2,1,"电话销售
五险一金
餐饮补贴
专业培训
定期体检
绩效奖金
年终奖金",计算机软件,,已上市  |  1000-5000人,一线,,8000-16000,8000,16000,金融,12000,三级
挑战高薪/金融销售顾问/融资租赁对公客户经理（上海）,仲利国际融资租赁有限公司,8千-1.2万,上海·静安区,3,0,"金融
融资租赁
销售
对公客户经理
业务经理
五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
绩效奖金",金融/投资/证券,,外资（非欧美）  |  1000-5000人,一线,,8000-12000,8000,12000,金融,10000,三级
A急聘 信贷客服 企业贷 金融产品,广州善美资本管理有限公司,1.5-3万,广州·天河区,2,0,"房贷
信用卡
融资
抵押
个贷
车贷
销售代表
电话销售
保险
车险
五险一金
绩效奖金
通讯补贴
专业培训
带薪年假
节日福利
全勤奖",物业管理/商业中心,,民营  |  少于50人,一线,,15000-30000,15000,30000,金融,22500,二级
汽车金融渠道经理,和运国际融资租赁有限公司,6千-1.2万,苏州·工业园区,2,3,"周末双休
五险一金
节日福利
餐饮补贴
员工旅游",金融/投资/证券,,外资（非欧美）  |  500-1000人,新一线,,6000-12000,6000,12000,金融,9000,三级
金融客户经理,成都中金行汽车销售服务有限公司,5千-1万,成都·金牛区,2,1,,汽车,,民营  ,新一线,,5000-10000,5000,10000,金融,7500,四级
挑战高薪/金融销售顾问/融资租赁对公客户经理（泉州）,仲利国际融资租赁有限公司,5.5千-1万·14薪,泉州·丰泽区,3,0,"员工旅游
餐饮补贴
通讯补贴
年终奖金
绩效奖金
五险一金
补充医疗保险
金融
融资租赁
销售
对公客户经理
业务经理",金融/投资/证券,,外资（非欧美）  |  1000-5000人,二线,14,5500-10000,5500,10000,金融,7750,四级
文员（平安金融中心）,深圳德诚物业服务有限公司,4.5-6千,深圳·福田区,1,1,"五险一金
员工旅游
绩效奖金
定期体检
周末双休
高温补贴
加班补贴
带薪年假
节日福利
包住",物业管理/商业中心,,民营  |  1000-5000人,一线,,4500-6000,4500,6000,金融,5250,四级
金融产品销售#年底13薪#入职6险1金,招商信诺人寿保险有限公司,8千-1.6万,成都·青羊区,2,1,"五险一金
补充医疗保险
员工旅游
绩效奖金
年终奖金
定期体检
弹性工作
专业培训
出国机会",保险,,合资  |  5000-10000人,新一线,,8000-16000,8000,16000,金融,12000,三级
功能测试 金融证券,上海汉朔信息科技有限公司,1.4-1.7万,上海·黄浦区,3,4,"linux
软件系统
软件测试
五险一金
补充医疗保险
员工旅游
免费班车
专业培训
年终奖金
定期体检
餐饮补贴",计算机软件,,民营  |  500-1000人,一线,,14000-17000,14000,17000,金融,15500,二级
挑战高薪/金融销售顾问/融资租赁对公客户经理（天津）,仲利国际融资租赁有限公司,6千-1万·14薪,天津,3,0,"金融
融资租赁
销售
对公客户经理
业务经理
五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
绩效奖金",金融/投资/证券,,外资（非欧美）  |  1000-5000人,新一线,14,6000-10000,6000,10000,金融,8000,四级
汽车金融业务总监,广西徽银汽车销售服务有限公司,1.2-2.4万,南宁·西乡塘区,2,3,"包吃
弹性工作
通讯补贴
汽车金融
汽车金融销售
车贷
奇瑞金融
奇瑞汽金
***
汽车金融管理
汽车金融总监",汽车,,民营  |  少于50人,二线,,12000-24000,12000,24000,金融,18000,二级
综合金融销售,中国平安人寿保险股份有限公司云南分公司昆明直属第二支公司,1.5-2万·13薪,昆明·盘龙区,2,1,"绩效奖金
定期体检
补充医疗保险
员工旅游
专业培训
出国机会",保险,,民营  ,二线,13,15000-20000,15000,20000,金融,17500,二级
综合金融储备主管,昆明言博汽车销售服务有限公司,7千-1.4万,昆明,2,1,,汽车,,民营  ,二线,,7000-14000,7000,14000,金融,10500,三级
挑战高薪/金融销售顾问/融资租赁对公客户经理(杭州）,仲利国际融资租赁有限公司,7千-1万,杭州·上城区,3,0,"金融
融资租赁
销售
对公客户经理
业务经理
五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
绩效奖金",金融/投资/证券,,外资（非欧美）  |  1000-5000人,新一线,,7000-10000,7000,10000,金融,8500,三级
中高级Java开发工程师（金融）,上海复深蓝软件股份有限公司,1.7-2.2万·13薪,上海·浦东新区,3,3,"java
springboot
springcloud
dubbo
zookeeper
五险一金
年终奖金
做五休二
免费班车
定期体检
员工旅游",计算机软件,,已上市  |  1000-5000人,一线,13,17000-22000,17000,22000,金融,19500,二级
金融销售经理（管理岗）,中国人寿保险股份有限公司成都市分公司锦城营销服务部,8千-1.6万,成都·锦江区,2,1,"销售
培训
管理
市场推广
客户资源
产品销售
销售方案
发展规划
管理销售队伍
销售管理
专业培训
员工旅游
绩效奖金
弹性工作
通讯补贴
定期体检
补充医疗保险
周末双休
大咖带队
团队氛围好",保险,,国企  |  10000人以上,新一线,,8000-16000,8000,16000,金融,12000,三级
金融投资理财顾问,中国人寿保险股份有限公司郑州市分公司,1-2万,郑州·管城回族区,2,0,"专业培训
五险一金
弹性工作
绩效奖金
年终奖金",保险,,国企  |  10000人以上,新一线,,10000-20000,10000,20000,金融,15000,二级
Java中级开发工程师（金融）,上海复深蓝软件股份有限公司,2-2.5万·13薪,上海·浦东新区,3,3,"java
java开发
软件开发
开发
做五休二
周末双休
五险一金
节日福利
交通补贴
带薪年假
年终奖金
有班车
有食堂",计算机软件,,已上市  |  1000-5000人,一线,13,20000-25000,20000,25000,金融,22500,二级
